Agent Id,Device Type,Device Type Certified,Count,Snapshot At
broadlink-smart-home,action.devices.types.TV,No,114196,2020-08-12
wyze-af349,action.devices.types.DOOR,No,76355,2020-08-12
lgsmartthinq-direct,action.devices.types.TV,No,73911,2020-08-12
lgsmartthinq-direct,action.devices.types.AC_UNIT,No,71774,2020-08-12
home-assistant-35180,action.devices.types.SETTOP,No,64349,2020-08-12
lgsmartthinq-direct,action.devices.types.DRYER,No,52401,2020-08-12
tuya-direct-action-kdm,action.devices.types.TV,No,49800,2020-08-12
lgsmartthinq-direct,action.devices.types.REFRIGERATOR,No,47397,2020-08-12
lampux1-656a4,action.devices.types.LIGHT,No,44879,2020-08-12
gridhome-smartcontrol-action,action.devices.types.LIGHT,No,44553,2020-08-12
emerald-pipe-211407,action.devices.types.TV,No,41168,2020-08-12
connectedhomesltd-prod,action.devices.types.OUTLET,No,36862,2020-08-12
tuya-direct-action-kdm,action.devices.types.SENSOR,No,35023,2020-08-12
athom-cloud-assistant-devices,action.devices.types.SWITCH,No,33637,2020-08-12
broadlink-smart-home,action.devices.types.SETTOP,No,31658,2020-08-12
legrand-home-control,action.devices.types.SHUTTER,No,31528,2020-08-12
gosund-590c1,action.devices.types.LIGHT,No,31185,2020-08-12
fibaro-smart-home,action.devices.types.SWITCH,No,30608,2020-08-12
shelly-smart-home-96c9e,action.devices.types.BLINDS,No,28723,2020-08-12
tuya-direct-action-kdm,action.devices.types.CURTAIN,No,28406,2020-08-12
emerald-pipe-211407,action.devices.types.LIGHT,No,27724,2020-08-12
hubitat-intent,action.devices.types.SWITCH,No,26995,2020-08-12
abode-smart-home,action.devices.types.DOOR,No,23680,2020-08-12
eedomus-7563c,action.devices.types.SWITCH,No,23297,2020-08-12
connectedhomesltd-prod,action.devices.types.SWITCH,No,22198,2020-08-12
meross-50e63,action.devices.types.LIGHT,No,21770,2020-08-12
meross-50e63,action.devices.types.GARAGE,No,17595,2020-08-12
switchbot-actions,action.devices.types.THERMOSTAT,No,17416,2020-08-12
tuya-smart-cee31,action.devices.types.TV,No,17179,2020-08-12
tp-tapo-983f0,action.devices.types.CAMERA,No,17077,2020-08-12
emerald-pipe-211407,action.devices.types.AC_UNIT,No,16695,2020-08-12
lgsmartthinq-direct,action.devices.types.DISHWASHER,No,16244,2020-08-12
arlo-1ae86,action.devices.types.DOORBELL,No,15714,2020-08-12
athom-cloud-assistant-devices,action.devices.types.THERMOSTAT,No,14844,2020-08-12
arlo-1ae86,action.devices.types.LIGHT,No,14506,2020-08-12
gosund-590c1,action.devices.types.SWITCH,No,14384,2020-08-12
abode-smart-home,action.devices.types.WINDOW,No,14285,2020-08-12
homebridge-19a12,action.devices.types.LIGHT,No,13748,2020-08-12
jinvoo-smart,action.devices.types.SWITCH,No,13596,2020-08-12
lgsmartthinq-direct,action.devices.types.AIRPURIFIER,No,13222,2020-08-12
bond-home-e6c6c,action.devices.types.FAN,No,12440,2020-08-12
klikaanklikuit-1526b,action.devices.types.SWITCH,No,12144,2020-08-12
nexia-52685,action.devices.types.THERMOSTAT,No,12144,2020-08-12
tuya-smart-cee31,action.devices.types.SENSOR,No,11990,2020-08-12
tuya-smart-cee31,action.devices.types.AC_UNIT,No,11611,2020-08-12
fibaro-smart-home,action.devices.types.SECURITYSYSTEM,No,11547,2020-08-12
ge-appliances-da,action.devices.types.OVEN,No,11487,2020-08-12
smart-home-ad7b5,action.devices.types.HUMIDIFIER,No,11448,2020-08-12
eufysecurity-1543998411229,action.devices.types.SECURITYSYSTEM,No,11124,2020-08-12
home-assistant-35180,action.devices.types.CAMERA,No,10877,2020-08-12
oakter-smart-home-78b83,action.devices.types.REMOTECONTROL,No,10875,2020-08-12
positivo-casa-inteligente,action.devices.types.LIGHT,No,10849,2020-08-12
home-assistant-35180,action.devices.types.DOOR,No,10842,2020-08-12
emerald-pipe-211407,action.devices.types.SETTOP,No,10419,2020-08-12
smart-home-ad7b5,action.devices.types.SENSOR,No,10383,2020-08-12
connect-smarthome-5a689,action.devices.types.LIGHT,No,10358,2020-08-12
athom-cloud-assistant-devices,action.devices.types.BLINDS,No,10353,2020-08-12
ge-appliances-da,action.devices.types.AC_UNIT,No,10257,2020-08-12
fibaro-smart-home,action.devices.types.OUTLET,No,10000,2020-08-12
bardi-smart-home,action.devices.types.OUTLET,No,9988,2020-08-12
switchbot-actions,action.devices.types.LIGHT,No,9950,2020-08-12
trust-smart-home-on-goog-d602d,action.devices.types.OUTLET,No,9667,2020-08-12
efamilycloud-7cff1,action.devices.types.LIGHT,No,9244,2020-08-12
ehomelife-c6e0e,action.devices.types.OUTLET,No,8651,2020-08-12
test2-9fad3,action.devices.types.SWITCH,No,8523,2020-08-12
telus-home-assistant,action.devices.types.ROUTER,No,8515,2020-08-12
tuya-smart-cee31,action.devices.types.CAMERA,No,8449,2020-08-12
smart-home-54d22,action.devices.types.LIGHT,No,8357,2020-08-12
scs-cprd1-home,action.devices.types.THERMOSTAT,No,8118,2020-08-12
lsjpv1,action.devices.types.THERMOSTAT,No,7799,2020-08-12
sremo-162623,action.devices.types.SWITCH,No,7589,2020-08-12
lgsmartthinq-direct,action.devices.types.OVEN,No,7276,2020-08-12
deltaco-smart-home-8d066,action.devices.types.LIGHT,No,7112,2020-08-12
mystrom-fd5a1,action.devices.types.SWITCH,No,7092,2020-08-12
vtac-smart-light,action.devices.types.LIGHT,No,7037,2020-08-12
cocoon-230705,action.devices.types.LIGHT,No,7003,2020-08-12
abode-smart-home,action.devices.types.SECURITYSYSTEM,No,6836,2020-08-12
nethomeplus-smarthome,action.devices.types.AC_UNIT,No,6730,2020-08-12
lumary-smart,action.devices.types.LIGHT,No,6697,2020-08-12
homemate-c8b6b,action.devices.types.BLINDS,No,6496,2020-08-12
lgsmartthinq-direct,action.devices.types.STYLER,No,6454,2020-08-12
voxior-f8ba8,action.devices.types.SWITCH,No,6259,2020-08-12
tuya-direct-action-kdm,action.devices.types.DOOR,No,6242,2020-08-12
api-project-340130554425,action.devices.types.OUTLET,No,6147,2020-08-12
fb-smart-home-action,action.devices.types.OUTLET,No,6113,2020-08-12
digma-smartlife,action.devices.types.SWITCH,No,5991,2020-08-12
eco-plugs-381a1,action.devices.types.OUTLET,No,5649,2020-08-12
smart-dgm-82879,action.devices.types.OUTLET,No,5623,2020-08-12
gridhome-smartcontrol-action,action.devices.types.SWITCH,No,5583,2020-08-12
nest-home-assistant-prod,action.devices.types.SMOKE_DETECTOR,No,5350,2020-08-12
ewelink-smart-home-3dcc4,action.devices.types.CURTAIN,No,5260,2020-08-12
kogansmarterhome,action.devices.types.SWITCH,No,5255,2020-08-12
brilliant-smart,action.devices.types.SWITCH,No,5021,2020-08-12
lightify2-eu,action.devices.types.OUTLET,No,4979,2020-08-12
somfy-tahoma-6b793,action.devices.types.GARAGE,No,4973,2020-08-12
brilliant-light-control-prod,action.devices.types.LIGHT,No,4924,2020-08-12
bg-smart-home-eu-3f1a7,action.devices.types.SWITCH,No,4880,2020-08-12
jeedom-smarthome-3f104,action.devices.types.SHUTTER,No,4818,2020-08-12
smart-life-for-arugo,action.devices.types.OUTLET,No,4767,2020-08-12
vivitar-smart-home-da,action.devices.types.OUTLET,No,4720,2020-08-12
aqara-home-5ce36,action.devices.types.SWITCH,No,4656,2020-08-12
nooie-home-b1bbf,action.devices.types.LIGHT,No,4577,2020-08-12
meross-50e63,action.devices.types.THERMOSTAT,No,4571,2020-08-12
lgsmartthinq-direct,action.devices.types.VACUUM,No,4456,2020-08-12
switchbot-actions,action.devices.types.TV,No,4443,2020-08-12
conga-cecotec,action.devices.types.VACUUM,No,4432,2020-08-12
tuya-direct-action-kdm,action.devices.types.SECURITYSYSTEM,No,4421,2020-08-12
ehomelife-c6e0e,action.devices.types.GARAGE,No,4413,2020-08-12
lsc-smart-connect-d69f9,action.devices.types.SENSOR,No,4412,2020-08-12
supla-ce26f,action.devices.types.OUTLET,No,4277,2020-08-12
muvit-io-home-94c79,action.devices.types.LIGHT,No,4243,2020-08-12
open-steren-home,action.devices.types.LIGHT,No,4208,2020-08-12
bardi-smart-home,action.devices.types.TV,No,4130,2020-08-12
lorex-2c0b5,action.devices.types.SWITCH,No,4119,2020-08-12
lorex-2c0b5,action.devices.types.LIGHT,No,4112,2020-08-12
innogy-smarthome-live,action.devices.types.DOOR,No,4085,2020-08-12
connectedhomesltd-prod,action.devices.types.SENSOR,No,3962,2020-08-12
kogansmarterhome,action.devices.types.CAMERA,No,3890,2020-08-12
smart-home-ad7b5,action.devices.types.CURTAIN,No,3877,2020-08-12
positivo-casa-inteligente,action.devices.types.TV,No,3869,2020-08-12
emerald-pipe-211407,action.devices.types.CURTAIN,No,3865,2020-08-12
supla-ce26f,action.devices.types.BLINDS,No,3862,2020-08-12
hager-coviva,action.devices.types.OUTLET,No,3837,2020-08-12
jetstream-home-c208c,action.devices.types.LIGHT,No,3835,2020-08-12
mirabella-genio,action.devices.types.TV,No,3728,2020-08-12
bardi-smart-home,action.devices.types.AC_UNIT,No,3639,2020-08-12
smart-home-ad7b5,action.devices.types.DOOR,No,3524,2020-08-12
automationbridge-f5e73,action.devices.types.SWITCH,No,3437,2020-08-12
hometest-e5bd9,action.devices.types.SENSOR,No,3364,2020-08-12
abode-smart-home,action.devices.types.SWITCH,No,3363,2020-08-12
aqara-home-5ce36,action.devices.types.SENSOR,No,3320,2020-08-12
geeklink-smart-home,action.devices.types.LIGHT,No,3298,2020-08-12
voxior-f8ba8,action.devices.types.BLINDS,No,3281,2020-08-12
nexia-52685,action.devices.types.OUTLET,No,3275,2020-08-12
cocoro-air-for-smart-home,action.devices.types.AIRPURIFIER,No,3271,2020-08-12
heatzy-24dfb,action.devices.types.RADIATOR,No,3150,2020-08-12
ge-appliances-da,action.devices.types.WASHER,No,3124,2020-08-12
tuya-smart-cee31,action.devices.types.CURTAIN,No,3118,2020-08-12
vizo-smart,action.devices.types.SWITCH,No,3108,2020-08-12
switchbot-actions,action.devices.types.FAN,No,3074,2020-08-12
emerald-pipe-211407,action.devices.types.FAN,No,3024,2020-08-12
switcher-38d69,action.devices.types.OUTLET,No,3013,2020-08-12
fibaro-smart-home,action.devices.types.BLINDS,No,2944,2020-08-12
jinvoo-smart,action.devices.types.BLINDS,No,2852,2020-08-12
mirabella-genio,action.devices.types.CAMERA,No,2810,2020-08-12
tuya-smart-cee31,action.devices.types.SECURITYSYSTEM,No,2768,2020-08-12
mirabella-genio,action.devices.types.AC_UNIT,No,2767,2020-08-12
smart-home-cdbc7,action.devices.types.LIGHT,No,2766,2020-08-12
lenovo-link-pro-889d6,action.devices.types.OUTLET,No,2745,2020-08-12
le-smart1,action.devices.types.LIGHT,No,2728,2020-08-12
ankuoo-50c50,action.devices.types.SWITCH,No,2713,2020-08-12
revogihome-92c81,action.devices.types.OUTLET,No,2613,2020-08-12
smart-dgm-82879,action.devices.types.LIGHT,No,2571,2020-08-12
ge-appliances-da,action.devices.types.DRYER,No,2564,2020-08-12
go-smart-acadd,action.devices.types.SWITCH,No,2551,2020-08-12
smartrent-prod,action.devices.types.LOCK,No,2535,2020-08-12
lifeshield-smart-home,action.devices.types.SENSOR,No,2533,2020-08-12
goldmedal-iworld,action.devices.types.SWITCH,No,2518,2020-08-12
swift-smart-life,action.devices.types.OUTLET,No,2514,2020-08-12
techzone-1839a,action.devices.types.OUTLET,No,2513,2020-08-12
gridhome-smartcontrol-action,action.devices.types.FAN,No,2506,2020-08-12
daikin-smart-home,action.devices.types.AC_UNIT,No,2498,2020-08-12
ahome-c1a97,action.devices.types.LIGHT,No,2496,2020-08-12
estevez-smart-a462d,action.devices.types.LIGHT,No,2436,2020-08-12
lgsmartthinq-direct,action.devices.types.DEHUMIDIFIER,No,2431,2020-08-12
geeklink-smart-home,action.devices.types.OUTLET,No,2400,2020-08-12
nhchomeproduction,action.devices.types.OUTLET,No,2397,2020-08-12
ehome-3c624,action.devices.types.OUTLET,No,2350,2020-08-12
lasco-home,action.devices.types.LIGHT,No,2304,2020-08-12
abode-smart-home,action.devices.types.CAMERA,No,2287,2020-08-12
oversealc-59457,action.devices.types.SWITCH,No,2279,2020-08-12
lumary-smart,action.devices.types.OUTLET,No,2274,2020-08-12
oversealc-59457,action.devices.types.LIGHT,No,2262,2020-08-12
smartrent-prod,action.devices.types.SWITCH,No,2216,2020-08-12
fibaro-smart-home,action.devices.types.SENSOR,No,2206,2020-08-12
tuya-direct-action-kdm,action.devices.types.HUMIDIFIER,No,2186,2020-08-12
nexa-bridge-8da9a,action.devices.types.LIGHT,No,2159,2020-08-12
switchbot-actions,action.devices.types.OUTLET,No,2131,2020-08-12
oneplus-smart,action.devices.types.CAMERA,No,2126,2020-08-12
open-steren-home,action.devices.types.SWITCH,No,2097,2020-08-12
deako-gh,action.devices.types.SWITCH,No,2093,2020-08-12
shelly-smart-home-96c9e,action.devices.types.SENSOR,No,2080,2020-08-12
duux-8d07e,action.devices.types.FAN,No,2066,2020-08-12
iobrokerhome-f8e5d,action.devices.types.SWITCH,No,1991,2020-08-12
vivitar-smart,action.devices.types.CAMERA,No,1976,2020-08-12
iobrokerhome-f8e5d,action.devices.types.THERMOSTAT,No,1966,2020-08-12
hej-home,action.devices.types.TV,No,1952,2020-08-12
mirabella-genio,action.devices.types.SWITCH,No,1944,2020-08-12
adt-pulse-smarthome,action.devices.types.GARAGE,No,1890,2020-08-12
iobrokerhome-f8e5d,action.devices.types.SENSOR,No,1882,2020-08-12
bond-integrations-v2,action.devices.types.SWITCH,No,1861,2020-08-12
webertest-fb2d2,action.devices.types.HEATER,No,1859,2020-08-12
awox-sh-prod,action.devices.types.OUTLET,No,1835,2020-08-12
nexia-52685,action.devices.types.LIGHT,No,1805,2020-08-12
eufysecurity-1543998411229,action.devices.types.SENSOR,No,1791,2020-08-12
eufysecurity-1543998411229,action.devices.types.LIGHT,No,1760,2020-08-12
blitzwolf-841de,action.devices.types.SWITCH,No,1691,2020-08-12
connexoon-asia,action.devices.types.BLINDS,No,1690,2020-08-12
simpnic-smart-home,action.devices.types.SWITCH,No,1684,2020-08-12
cygnett-home,action.devices.types.LIGHT,No,1683,2020-08-12
weback-2d90a,action.devices.types.THERMOSTAT,No,1631,2020-08-12
tuya-smart-cee31,action.devices.types.DOOR,No,1631,2020-08-12
aztech-kyla,action.devices.types.OUTLET,No,1624,2020-08-12
hej-home,action.devices.types.SWITCH,No,1620,2020-08-12
topgreener-339e7,action.devices.types.SWITCH,No,1618,2020-08-12
iris-smartlf,action.devices.types.OUTLET,No,1617,2020-08-12
mobilinc-c5961,action.devices.types.LIGHT,No,1613,2020-08-12
mirabella-genio,action.devices.types.SENSOR,No,1597,2020-08-12
abode-smart-home,action.devices.types.LOCK,No,1589,2020-08-12
pixie-plus-ce78a,action.devices.types.SWITCH,No,1565,2020-08-12
yokis-yno-d78d7,action.devices.types.SHUTTER,No,1563,2020-08-12
mirabella-genio,action.devices.types.AIRPURIFIER,No,1560,2020-08-12
traeger-14134,action.devices.types.GRILL,No,1558,2020-08-12
homebridge-19a12,action.devices.types.BLINDS,No,1546,2020-08-12
hager-coviva,action.devices.types.SWITCH,No,1546,2020-08-12
techzone-1839a,action.devices.types.LIGHT,No,1518,2020-08-12
positivo-casa-inteligente,action.devices.types.AC_UNIT,No,1510,2020-08-12
sremo-162623,action.devices.types.THERMOSTAT,No,1509,2020-08-12
home-manager-20bf9,action.devices.types.SWITCH,No,1506,2020-08-12
plus-style,action.devices.types.AC_UNIT,No,1505,2020-08-12
sengledprod-7163d,action.devices.types.CAMERA,No,1489,2020-08-12
vivitar-smart,action.devices.types.LIGHT,No,1475,2020-08-12
globe-suite,action.devices.types.SWITCH,No,1456,2020-08-12
cocoremo-219604,action.devices.types.SWITCH,No,1450,2020-08-12
my-smitch-9d6a6,action.devices.types.SWITCH,No,1444,2020-08-12
trust-smart-home-on-goog-d602d,action.devices.types.SWITCH,No,1441,2020-08-12
zimi-smarthome-v2,action.devices.types.LIGHT,No,1437,2020-08-12
commax-311b1,action.devices.types.BOILER,No,1435,2020-08-12
ge-appliances-da,action.devices.types.KETTLE,No,1426,2020-08-12
kuled-4d19d,action.devices.types.SWITCH,No,1417,2020-08-12
iobrokerhome-f8e5d,action.devices.types.OUTLET,No,1386,2020-08-12
bond-integrations-v2,action.devices.types.BLINDS,No,1385,2020-08-12
hama-smart,action.devices.types.SWITCH,No,1368,2020-08-12
majordomo-devices,action.devices.types.LIGHT,No,1358,2020-08-12
plejd-a831e,action.devices.types.OUTLET,No,1356,2020-08-12
hubitat-intent,action.devices.types.THERMOSTAT,No,1355,2020-08-12
avidsen-home-87cd8,action.devices.types.OUTLET,No,1327,2020-08-12
smart-home-54d22,action.devices.types.FAN,No,1319,2020-08-12
hej-home,action.devices.types.AC_UNIT,No,1317,2020-08-12
jeedom-smarthome-3f104,action.devices.types.SENSOR,No,1312,2020-08-12
innogy-smarthome-live,action.devices.types.BLINDS,No,1284,2020-08-12
miro-smarthome,action.devices.types.HUMIDIFIER,No,1279,2020-08-12
supper-conn,action.devices.types.OUTLET,No,1267,2020-08-12
swift-smart-life,action.devices.types.SWITCH,No,1259,2020-08-12
home2cloud-d7e13,action.devices.types.LIGHT,No,1255,2020-08-12
tellur-smart,action.devices.types.LIGHT,No,1247,2020-08-12
hombli,action.devices.types.OUTLET,No,1244,2020-08-12
calex-smart-80889,action.devices.types.OUTLET,No,1239,2020-08-12
kogansmarterhome,action.devices.types.VACUUM,No,1239,2020-08-12
tuya-smart-cee31,action.devices.types.HUMIDIFIER,No,1206,2020-08-12
lenovo-link-pro-889d6,action.devices.types.CAMERA,No,1205,2020-08-12
furlife-iot,action.devices.types.SWITCH,No,1196,2020-08-12
smart-home-prod-a6c47,action.devices.types.SETTOP,No,1191,2020-08-12
panasonic-koerimo,action.devices.types.LIGHT,No,1187,2020-08-12
b1home-48cbc,action.devices.types.SWITCH,No,1178,2020-08-12
automationbridge-f5e73,action.devices.types.THERMOSTAT,No,1174,2020-08-12
smart-home-prod-a6c47,action.devices.types.TV,No,1165,2020-08-12
automationbridge-f5e73,action.devices.types.BLINDS,No,1155,2020-08-12
larkkey-212c3,action.devices.types.CAMERA,No,1131,2020-08-12
iobrokerhome-f8e5d,action.devices.types.BLINDS,No,1122,2020-08-12
currant-1041,action.devices.types.OUTLET,No,1110,2020-08-12
kogansmarterhome,action.devices.types.HEATER,No,1109,2020-08-12
athom-cloud-assistant-devices,action.devices.types.CURTAIN,No,1107,2020-08-12
aztech-kyla,action.devices.types.THERMOSTAT,No,1096,2020-08-12
kloee-for-sc,action.devices.types.SWITCH,No,1090,2020-08-12
gridhome-smartcontrol-action,action.devices.types.HEATER,No,1082,2020-08-12
simply-conserve-bd8ae,action.devices.types.LIGHT,No,1071,2020-08-12
kogansmarterhome,action.devices.types.AIRPURIFIER,No,1061,2020-08-12
node-red-home-automation-82192,action.devices.types.OUTLET,No,1057,2020-08-12
energeeks-smart-home,action.devices.types.LIGHT,No,1048,2020-08-12
feit-6ab87,action.devices.types.SWITCH,No,1010,2020-08-12
finder-yesly-c7506,action.devices.types.BLINDS,No,1007,2020-08-12
positivo-casa-inteligente,action.devices.types.SWITCH,No,1000,2020-08-12
miro-smarthome,action.devices.types.AIRPURIFIER,No,999,2020-08-12
kogansmarterhome,action.devices.types.AC_UNIT,No,998,2020-08-12
sremo-162623,action.devices.types.AC_UNIT,No,988,2020-08-12
ilonda-smart,action.devices.types.SWITCH,No,985,2020-08-12
grit-fbd39,action.devices.types.OUTLET,No,974,2020-08-12
daikin-smart-home,action.devices.types.AIRPURIFIER,No,974,2020-08-12
ge-appliances-da,action.devices.types.DISHWASHER,No,974,2020-08-12
helea-smart,action.devices.types.OUTLET,No,972,2020-08-12
connect-smarthome-5a689,action.devices.types.SWITCH,No,970,2020-08-12
premier-smart-e0c28,action.devices.types.LIGHT,No,969,2020-08-12
smart-k-c02a3,action.devices.types.OUTLET,No,968,2020-08-12
kogansmarterhome,action.devices.types.THERMOSTAT,No,955,2020-08-12
avidsen-home-87cd8,action.devices.types.LIGHT,No,953,2020-08-12
prod-stage-devolo,action.devices.types.LIGHT,No,950,2020-08-12
doit-light,action.devices.types.SWITCH,No,949,2020-08-12
node-red-home-automation-82192,action.devices.types.THERMOSTAT,No,932,2020-08-12
efamilycloud-7cff1,action.devices.types.SWITCH,No,930,2020-08-12
one-home-26772,action.devices.types.SWITCH,No,927,2020-08-12
geeklink-smart-home,action.devices.types.AC_UNIT,No,922,2020-08-12
tcp-smart-3b6a5,action.devices.types.SWITCH,No,909,2020-08-12
jeedom-smarthome-3f104,action.devices.types.WINDOW,No,908,2020-08-12
mitsubishi-electric-wifi,action.devices.types.SWITCH,No,901,2020-08-12
homebridge-19a12,action.devices.types.TV,No,876,2020-08-12
node-red-home-automation-82192,action.devices.types.BLINDS,No,871,2020-08-12
commax-311b1,action.devices.types.OUTLET,No,863,2020-08-12
otodo-prod,action.devices.types.OUTLET,No,850,2020-08-12
mobilinc-c5961,action.devices.types.SWITCH,No,831,2020-08-12
zmodo-action,action.devices.types.DOORBELL,No,829,2020-08-12
positivo-casa-inteligente,action.devices.types.CAMERA,No,828,2020-08-12
curv-smart-dce6c,action.devices.types.LIGHT,No,827,2020-08-12
brookstone-smart,action.devices.types.LIGHT,No,824,2020-08-12
shelly-smart-home-96c9e,action.devices.types.DOOR,No,821,2020-08-12
lumi-life-5b11a,action.devices.types.AC_UNIT,No,810,2020-08-12
nityam-smart,action.devices.types.SWITCH,No,808,2020-08-12
heath-zenith-connect,action.devices.types.LIGHT,No,806,2020-08-12
smart-life-for-arugo,action.devices.types.SWITCH,No,799,2020-08-12
heatmiser-e81c2,action.devices.types.OUTLET,No,791,2020-08-12
switchbot-actions,action.devices.types.AIRPURIFIER,No,779,2020-08-12
ce-smart-action,action.devices.types.SWITCH,No,778,2020-08-12
cocoon-230705,action.devices.types.SENSOR,No,776,2020-08-12
fhem-ga-connector,action.devices.types.BLINDS,No,768,2020-08-12
open-steren-home,action.devices.types.TV,No,764,2020-08-12
lasco-home,action.devices.types.TV,No,759,2020-08-12
brightfun-8916c,action.devices.types.LIGHT,No,752,2020-08-12
koogeek-life-673a6,action.devices.types.SENSOR,No,740,2020-08-12
monster-smart-26bf7,action.devices.types.OUTLET,No,735,2020-08-12
ehomelife-c6e0e,action.devices.types.SWITCH,No,734,2020-08-12
avidsen-home-87cd8,action.devices.types.CAMERA,No,733,2020-08-12
atomi-smart,action.devices.types.AC_UNIT,No,732,2020-08-12
smart-home-prod-a6c47,action.devices.types.AC_UNIT,No,725,2020-08-12
jeedom-smarthome-3f104,action.devices.types.CAMERA,No,724,2020-08-12
idinio-3acc4,action.devices.types.LIGHT,No,718,2020-08-12
digma-smartlife,action.devices.types.CAMERA,No,718,2020-08-12
otodo-prod,action.devices.types.BLINDS,No,714,2020-08-12
dobiss-nxt,action.devices.types.BLINDS,No,711,2020-08-12
brilliant-smart,action.devices.types.FAN,No,711,2020-08-12
koogeek-life-673a6,action.devices.types.SWITCH,No,708,2020-08-12
lares-4-test-7d031,action.devices.types.BLINDS,No,695,2020-08-12
wyfy-c7201,action.devices.types.SWITCH,No,691,2020-08-12
elesion-action,action.devices.types.SWITCH,No,687,2020-08-12
wiz-system-166010,action.devices.types.OUTLET,No,684,2020-08-12
friedrich-go,action.devices.types.AC_UNIT,No,681,2020-08-12
voxior-f8ba8,action.devices.types.DOOR,No,679,2020-08-12
gridhome-smartcontrol-action,action.devices.types.AC_UNIT,No,679,2020-08-12
altec-smart-79484,action.devices.types.LIGHT,No,671,2020-08-12
nous-smart-home,action.devices.types.OUTLET,No,665,2020-08-12
plusminus-d1248,action.devices.types.SWITCH,No,660,2020-08-12
smart-home-ad7b5,action.devices.types.SWITCH,No,656,2020-08-12
koogeek-life-673a6,action.devices.types.LIGHT,No,653,2020-08-12
lenovo-link-pro-889d6,action.devices.types.TV,No,652,2020-08-12
heysmart-98d43,action.devices.types.CAMERA,No,649,2020-08-12
cubical-smart-home-assistant,action.devices.types.SWITCH,No,648,2020-08-12
smart-home-ad7b5,action.devices.types.AIRFRESHENER,No,647,2020-08-12
positivo-casa-inteligente,action.devices.types.SENSOR,No,642,2020-08-12
nedis-smartlife-2670f,action.devices.types.BLINDS,No,641,2020-08-12
jeedom-smarthome-3f104,action.devices.types.DOOR,No,637,2020-08-12
hej-home,action.devices.types.FAN,No,633,2020-08-12
nous-smart-home,action.devices.types.LIGHT,No,629,2020-08-12
digoolife-cd2be,action.devices.types.SWITCH,No,624,2020-08-12
athom-cloud-assistant-devices,action.devices.types.VACUUM,No,608,2020-08-12
bwave-beta,action.devices.types.OUTLET,No,607,2020-08-12
lasco-home,action.devices.types.AC_UNIT,No,604,2020-08-12
lasco-home,action.devices.types.SWITCH,No,600,2020-08-12
with-home,action.devices.types.AC_UNIT,No,591,2020-08-12
aztech-kyla,action.devices.types.LIGHT,No,582,2020-08-12
athom-cloud-assistant-devices,action.devices.types.COFFEE_MAKER,No,573,2020-08-12
panasonic-koerimo,action.devices.types.AC_UNIT,No,570,2020-08-12
kappelt-gbridge,action.devices.types.SWITCH,No,567,2020-08-12
ultrasync-smarthome-pr,action.devices.types.SWITCH,No,560,2020-08-12
iobrokerhome-f8e5d,action.devices.types.WINDOW,No,557,2020-08-12
legate-smart-home,action.devices.types.SWITCH,No,552,2020-08-12
sengledprod-7163d,action.devices.types.SENSOR,No,550,2020-08-12
ledvance-smart-mesh,action.devices.types.OUTLET,No,550,2020-08-12
mobvoi-7078c,action.devices.types.SWITCH,No,543,2020-08-12
io-e-50439,action.devices.types.SWITCH,No,541,2020-08-12
cocoon-230705,action.devices.types.CAMERA,No,537,2020-08-12
brilliant-smart,action.devices.types.SENSOR,No,534,2020-08-12
plus-style,action.devices.types.FAN,No,533,2020-08-12
enerj-smart,action.devices.types.SWITCH,No,527,2020-08-12
blitzwolf-841de,action.devices.types.TV,No,518,2020-08-12
ewelink-smart-home-3dcc4,action.devices.types.SENSOR,No,514,2020-08-12
livolo-c2e77,action.devices.types.LIGHT,No,513,2020-08-12
shsmati-8d010,action.devices.types.OUTLET,No,512,2020-08-12
konyks-92c13,action.devices.types.BLINDS,No,511,2020-08-12
connexoon-asia,action.devices.types.LIGHT,No,499,2020-08-12
aqara-europe,action.devices.types.SENSOR,No,495,2020-08-12
stitch-by-monoprice-be7dd,action.devices.types.SENSOR,No,488,2020-08-12
home-manager-20bf9,action.devices.types.AC_UNIT,No,484,2020-08-12
lenovo-link-pro-889d6,action.devices.types.AC_UNIT,No,484,2020-08-12
konyks-92c13,action.devices.types.SENSOR,No,479,2020-08-12
voxior-f8ba8,action.devices.types.HUMIDIFIER,No,478,2020-08-12
lifeshield-smart-home,action.devices.types.SECURITYSYSTEM,No,473,2020-08-12
zmodo-action,action.devices.types.SWITCH,No,473,2020-08-12
with-home,action.devices.types.THERMOSTAT,No,472,2020-08-12
simon-io-production,action.devices.types.BLINDS,No,459,2020-08-12
meross-50e63,action.devices.types.AIRFRESHENER,No,456,2020-08-12
hw-smart-home,action.devices.types.SWITCH,No,451,2020-08-12
smartpoint-home-9f74d,action.devices.types.TV,No,450,2020-08-12
pairot-d70d7,action.devices.types.SWITCH,No,442,2020-08-12
smart-home-ad7b5,action.devices.types.HEATER,No,438,2020-08-12
helea-smart,action.devices.types.LIGHT,No,437,2020-08-12
vizo-smart,action.devices.types.TV,No,437,2020-08-12
smart-friends-7d43f,action.devices.types.BLINDS,No,431,2020-08-12
plugnsay-5be2f,action.devices.types.LIGHT,No,431,2020-08-12
fanimation-ceiling-fan,action.devices.types.SWITCH,No,430,2020-08-12
kogansmarterhome,action.devices.types.BLINDS,No,422,2020-08-12
deltaco-smart-home-8d066,action.devices.types.CAMERA,No,416,2020-08-12
