Agent Id,Device Type,Device Type Certified,Count,Snapshot At
duux-8d07e,action.devices.types.LIGHT,No,73,2020-08-12
node-red-home-automation-82192,action.devices.types.LOCK,No,72,2020-08-12
smart-k-c02a3,action.devices.types.AC_UNIT,No,72,2020-08-12
inyourlife-f826d,action.devices.types.THERMOSTAT,No,72,2020-08-12
elesion-action,action.devices.types.AC_UNIT,No,72,2020-08-12
open-steren-home,action.devices.types.FAN,No,72,2020-08-12
estevez-smart-a462d,action.devices.types.SWITCH,No,72,2020-08-12
swift-smart-life,action.devices.types.TV,No,71,2020-08-12
z-way-homegraph,action.devices.types.BLINDS,No,71,2020-08-12
meshare-36952,action.devices.types.DOORBELL,No,71,2020-08-12
momax-smart-dbb01,action.devices.types.DEHUMIDIFIER,No,71,2020-08-12
prime-wire-ff33e,action.devices.types.SWITCH,No,71,2020-08-12
eve-smart-9a152,action.devices.types.OUTLET,No,71,2020-08-12
aurora-assistant-56c39,action.devices.types.OUTLET,No,70,2020-08-12
kogansmarterhome,action.devices.types.TV,No,70,2020-08-12
bardi-smart-home,action.devices.types.VACUUM,No,69,2020-08-12
assistant-eezy-ca66a,action.devices.types.LIGHT,No,69,2020-08-12
javis-home-4e96a,action.devices.types.AC_UNIT,No,69,2020-08-12
smartpoint-home-9f74d,action.devices.types.AC_UNIT,No,69,2020-08-12
tellur-smart,action.devices.types.SENSOR,No,69,2020-08-12
i2go-home-27af8,action.devices.types.OUTLET,No,69,2020-08-12
caliber-smart-home,action.devices.types.SENSOR,No,68,2020-08-12
kappelt-gbridge,action.devices.types.DOOR,No,68,2020-08-12
tellur-smart,action.devices.types.AIRPURIFIER,No,68,2020-08-12
hama-smart,action.devices.types.CAMERA,No,68,2020-08-12
brilliant-smart,action.devices.types.THERMOSTAT,No,68,2020-08-12
smart-homy,action.devices.types.SWITCH,No,68,2020-08-12
pairot-d70d7,action.devices.types.SHUTTER,No,68,2020-08-12
iobrokerhome-f8e5d,action.devices.types.SPEAKER,No,67,2020-08-12
tellur-smart,action.devices.types.SWITCH,No,67,2020-08-12
lexiot-home-bb098,action.devices.types.LIGHT,No,67,2020-08-12
scout-smarthome,action.devices.types.SMOKE_DETECTOR,No,67,2020-08-12
mirabella-genio,action.devices.types.THERMOSTAT,No,67,2020-08-12
aztech-smarthome,action.devices.types.SWITCH,No,67,2020-08-12
raplink,action.devices.types.AC_UNIT,No,67,2020-08-12
fibaro-smart-home,action.devices.types.LOCK,No,67,2020-08-12
braumm-control,action.devices.types.SENSOR,No,67,2020-08-12
doraemon-2020,action.devices.types.OUTLET,No,66,2020-08-12
wisqo-61fce,action.devices.types.LIGHT,No,66,2020-08-12
halonix-wifi-5c3fc,action.devices.types.OUTLET,No,66,2020-08-12
devicesmarthome-fa40d,action.devices.types.TV,No,66,2020-08-12
tnb-smart-home,action.devices.types.CAMERA,No,65,2020-08-12
jeedom-smarthome-3f104,action.devices.types.FAN,No,65,2020-08-12
javis-home-4e96a,action.devices.types.CURTAIN,No,65,2020-08-12
node-red-d955e,action.devices.types.BLINDS,No,65,2020-08-12
jinvoo-smart,action.devices.types.SENSOR,No,65,2020-08-12
efamilycloud-7cff1,action.devices.types.AC_UNIT,No,64,2020-08-12
smart-lark-europe,action.devices.types.LIGHT,No,64,2020-08-12
jeedom-smarthome-3f104,action.devices.types.SMOKE_DETECTOR,No,63,2020-08-12
oneapp-199307,action.devices.types.DOOR,No,63,2020-08-12
medion-lifeplus,action.devices.types.SWITCH,No,63,2020-08-12
bluelux-smart-home-action,action.devices.types.OUTLET,No,63,2020-08-12
garza-smart,action.devices.types.TV,No,63,2020-08-12
digma-smartlife,action.devices.types.HEATER,No,63,2020-08-12
hiview-iot,action.devices.types.SENSOR,No,63,2020-08-12
altec-smart-79484,action.devices.types.SWITCH,No,62,2020-08-12
hej-home,action.devices.types.SENSOR,No,61,2020-08-12
elari-smarthome-aab1d,action.devices.types.TV,No,61,2020-08-12
entialiving,action.devices.types.BLINDS,No,61,2020-08-12
home-manager-20bf9,action.devices.types.LOCK,No,61,2020-08-12
mirati-home-50280,action.devices.types.OUTLET,No,61,2020-08-12
vibrosaver-739c1,action.devices.types.OUTLET,No,61,2020-08-12
govee-home,action.devices.types.OUTLET,No,60,2020-08-12
smartgce,action.devices.types.BLINDS,No,60,2020-08-12
homismartassistantdevice-eb8fd,action.devices.types.OUTLET,No,60,2020-08-12
wiser-by-se-c7c29,action.devices.types.AC_UNIT,No,60,2020-08-12
mystrom-fd5a1,action.devices.types.BLINDS,No,59,2020-08-12
blitzwolf-841de,action.devices.types.CAMERA,No,59,2020-08-12
smart-dgm-82879,action.devices.types.SENSOR,No,59,2020-08-12
homeauto-3d9ed,action.devices.types.SECURITYSYSTEM,No,59,2020-08-12
jeedom-smarthome-3f104,action.devices.types.LOCK,No,59,2020-08-12
hihome-45a48,action.devices.types.SWITCH,No,59,2020-08-12
sigmacasa-smarthome-skill-003,action.devices.types.LIGHT,No,58,2020-08-12
homewhiz-smarthome,action.devices.types.WASHER,No,58,2020-08-12
home-578c2,action.devices.types.AC_UNIT,No,58,2020-08-12
pert-d6b38,action.devices.types.CURTAIN,No,57,2020-08-12
tinxy-3e0ff,action.devices.types.FAN,No,57,2020-08-12
thermorcozytouch,action.devices.types.SHUTTER,No,57,2020-08-12
hi-by-geonav-f8766,action.devices.types.SENSOR,No,56,2020-08-12
panasonic-homehawk,action.devices.types.LIGHT,No,56,2020-08-12
vetaar-smart-home-eccf9,action.devices.types.OUTLET,No,56,2020-08-12
dals-connect-82a6f,action.devices.types.OUTLET,No,56,2020-08-12
fb-smart-home-action,action.devices.types.LIGHT,No,55,2020-08-12
voxior-f8ba8,action.devices.types.OUTLET,No,55,2020-08-12
smart-life-for-arugo,action.devices.types.BLINDS,No,55,2020-08-12
airstream-smart-home,action.devices.types.DOOR,No,55,2020-08-12
skyhome-fe1d5,action.devices.types.SWITCH,No,55,2020-08-12
bestek-home-c9aab,action.devices.types.LIGHT,No,55,2020-08-12
helea-smart,action.devices.types.TV,No,55,2020-08-12
ehomelife-c6e0e,action.devices.types.THERMOSTAT,No,54,2020-08-12
northern-net-213520,action.devices.types.SENSOR,No,54,2020-08-12
ask-airgo-1a75a,action.devices.types.LIGHT,No,54,2020-08-12
imt-home-bd61a,action.devices.types.CAMERA,No,54,2020-08-12
simple-home-39be4,action.devices.types.SWITCH,No,54,2020-08-12
nomo-system,action.devices.types.SWITCH,No,53,2020-08-12
sautercozytouch,action.devices.types.SHUTTER,No,53,2020-08-12
javis-home-4e96a,action.devices.types.DOOR,No,53,2020-08-12
vizo-smart,action.devices.types.SENSOR,No,53,2020-08-12
digma-smartlife,action.devices.types.SECURITYSYSTEM,No,53,2020-08-12
imt-home-bd61a,action.devices.types.SENSOR,No,53,2020-08-12
home-connection-8d21d,action.devices.types.SWITCH,No,53,2020-08-12
smart-dgm-82879,action.devices.types.CAMERA,No,52,2020-08-12
hej-home,action.devices.types.AIRPURIFIER,No,52,2020-08-12
one-home-26772,action.devices.types.VACUUM,No,52,2020-08-12
smarthome-6a9c3,action.devices.types.LIGHT,No,51,2020-08-12
animus-heart,action.devices.types.CAMERA,No,51,2020-08-12
walton-smart-appliances-676ec,action.devices.types.AC_UNIT,No,51,2020-08-12
deltaco-smart-home-8d066,action.devices.types.AC_UNIT,No,51,2020-08-12
atomi-smart,action.devices.types.MULTICOOKER,No,51,2020-08-12
powered-by-viva,action.devices.types.OUTLET,No,51,2020-08-12
bayit-home-251b4,action.devices.types.THERMOSTAT,No,51,2020-08-12
immax-neo-eu-smart-home,action.devices.types.SECURITYSYSTEM,No,51,2020-08-12
fhem-ga-connector,action.devices.types.TV,No,50,2020-08-12
gridhome-smartcontrol-action,action.devices.types.TV,No,50,2020-08-12
bardi-smart-home,action.devices.types.AIRPURIFIER,No,50,2020-08-12
one-home-26772,action.devices.types.SECURITYSYSTEM,No,50,2020-08-12
meross-50e63,action.devices.types.BLINDS,No,50,2020-08-12
bazz-smart-home-2b681,action.devices.types.CAMERA,No,50,2020-08-12
tinxy-3e0ff,action.devices.types.LOCK,No,50,2020-08-12
vtac-smart-light,action.devices.types.FAN,No,50,2020-08-12
vivitar-smart,action.devices.types.SENSOR,No,49,2020-08-12
sensinova-smart,action.devices.types.LIGHT,No,49,2020-08-12
kappelt-gbridge,action.devices.types.BLINDS,No,49,2020-08-12
imt-home-bd61a,action.devices.types.SECURITYSYSTEM,No,49,2020-08-12
legate-smart-home,action.devices.types.BLINDS,No,48,2020-08-12
supacell-smart-wifi-21cd2,action.devices.types.OUTLET,No,48,2020-08-12
rakosmarthome,action.devices.types.SWITCH,No,48,2020-08-12
skromansmarthome,action.devices.types.FAN,No,48,2020-08-12
automationbridge-f5e73,action.devices.types.SECURITYSYSTEM,No,48,2020-08-12
imt-home-bd61a,action.devices.types.AC_UNIT,No,47,2020-08-12
tuya-direct-action-kdm,action.devices.types.PETFEEDER,No,47,2020-08-12
my-smarth,action.devices.types.LIGHT,No,47,2020-08-12
jeeo-3e201,action.devices.types.SWITCH,No,47,2020-08-12
ewisehome-c581e,action.devices.types.DOOR,No,47,2020-08-12
wiser-by-se-c7c29,action.devices.types.OUTLET,No,47,2020-08-12
agl-home-ebea2,action.devices.types.LIGHT,No,47,2020-08-12
homeauto-3d9ed,action.devices.types.AC_UNIT,No,46,2020-08-12
techzone-1839a,action.devices.types.AC_UNIT,No,46,2020-08-12
techzone-1839a,action.devices.types.BLINDS,No,46,2020-08-12
jeedom-smarthome-3f104,action.devices.types.SPEAKER,No,46,2020-08-12
entialiving,action.devices.types.THERMOSTAT,No,46,2020-08-12
wyfy-c7201,action.devices.types.FAN,No,46,2020-08-12
ask-airgo-1a75a,action.devices.types.FAN,No,46,2020-08-12
helea-smart,action.devices.types.AC_UNIT,No,46,2020-08-12
gosund-590c1,action.devices.types.TV,No,46,2020-08-12
deltaco-smart-home-8d066,action.devices.types.FAN,No,46,2020-08-12
idinio-3acc4,action.devices.types.CAMERA,No,45,2020-08-12
lenovo-link-pro-889d6,action.devices.types.FAN,No,45,2020-08-12
vtac-smart-light,action.devices.types.AC_UNIT,No,45,2020-08-12
sikom-home,action.devices.types.SWITCH,No,45,2020-08-12
yolink-b03f9,action.devices.types.SWITCH,No,45,2020-08-12
raplink,action.devices.types.LIGHT,No,45,2020-08-12
blitzwolf-841de,action.devices.types.SENSOR,No,45,2020-08-12
isleek-life,action.devices.types.SWITCH,No,45,2020-08-12
iobrokerhome-f8e5d,action.devices.types.VACUUM,No,44,2020-08-12
homeauto-3d9ed,action.devices.types.BLINDS,No,44,2020-08-12
switchbot-actions,action.devices.types.CURTAIN,No,44,2020-08-12
jinvoo-smart,action.devices.types.THERMOSTAT,No,44,2020-08-12
smartnode-187d3,action.devices.types.AC_UNIT,No,44,2020-08-12
fir-iot-7cf25,action.devices.types.TV,No,44,2020-08-12
imt-home-bd61a,action.devices.types.LIGHT,No,44,2020-08-12
home-a-genius,action.devices.types.FAN,No,44,2020-08-12
jeedom-smarthome-3f104,action.devices.types.GATE,No,43,2020-08-12
connect-smarthome-5a689,action.devices.types.FAN,No,43,2020-08-12
techzone-1839a,action.devices.types.SENSOR,No,43,2020-08-12
yeelight-975f2,action.devices.types.CURTAIN,No,43,2020-08-12
airsend-f9cb2,action.devices.types.THERMOSTAT,No,43,2020-08-12
swift-smart-life,action.devices.types.AC_UNIT,No,42,2020-08-12
connectedhomesltd-prod,action.devices.types.SECURITYSYSTEM,No,42,2020-08-12
luffawhisper,action.devices.types.LIGHT,No,42,2020-08-12
lasco-home,action.devices.types.AIRPURIFIER,No,42,2020-08-12
legate-smart-home,action.devices.types.SENSOR,No,42,2020-08-12
cygnett-home,action.devices.types.AC_UNIT,No,42,2020-08-12
lsc-smart-connect-d69f9,action.devices.types.AC_UNIT,No,42,2020-08-12
wiser-by-se-c7c29,action.devices.types.BLINDS,No,41,2020-08-12
smart-life-for-arugo,action.devices.types.THERMOSTAT,No,41,2020-08-12
filos-545ad,action.devices.types.LIGHT,No,41,2020-08-12
nedis-smartlife-2670f,action.devices.types.VACUUM,No,41,2020-08-12
egardia-by-olisto,action.devices.types.OUTLET,No,41,2020-08-12
simon-io-production,action.devices.types.THERMOSTAT,No,41,2020-08-12
mirati-home-50280,action.devices.types.TV,No,41,2020-08-12
home-a-genius,action.devices.types.AC_UNIT,No,41,2020-08-12
jinvoo-smart,action.devices.types.CAMERA,No,41,2020-08-12
oneplus-smart,action.devices.types.AC_UNIT,No,40,2020-08-12
daelim-apt-66d07,action.devices.types.OUTLET,No,40,2020-08-12
jinvoo-smart,action.devices.types.CURTAIN,No,40,2020-08-12
stitch-by-monoprice-be7dd,action.devices.types.VACUUM,No,40,2020-08-12
otodo-prod,action.devices.types.REMOTECONTROL,No,40,2020-08-12
klevernessaction,action.devices.types.LIGHT,No,40,2020-08-12
fofu-fofu,action.devices.types.OUTLET,No,39,2020-08-12
elesion-action,action.devices.types.BLINDS,No,39,2020-08-12
blitzwolf-841de,action.devices.types.BLINDS,No,39,2020-08-12
kappelt-gbridge,action.devices.types.AC_UNIT,No,39,2020-08-12
maidwhite-a9de5,action.devices.types.SWITCH,No,39,2020-08-12
melissa-77e2c,action.devices.types.SWITCH,No,39,2020-08-12
hombli,action.devices.types.AC_UNIT,No,39,2020-08-12
modan-smart-home,action.devices.types.LIGHT,No,38,2020-08-12
lsc-smart-connect-d69f9,action.devices.types.TV,No,38,2020-08-12
i2go-home-27af8,action.devices.types.SWITCH,No,38,2020-08-12
gm-konnect-236102,action.devices.types.SWITCH,No,38,2020-08-12
ht-home,action.devices.types.LIGHT,No,38,2020-08-12
enerj-smart,action.devices.types.SENSOR,No,38,2020-08-12
northern-net-213520,action.devices.types.VALVE,No,38,2020-08-12
ahome-c1a97,action.devices.types.CAMERA,No,38,2020-08-12
node-red-d955e,action.devices.types.FAN,No,38,2020-08-12
deltaco-smart-home-8d066,action.devices.types.SWITCH,No,38,2020-08-12
lampux1-656a4,action.devices.types.CURTAIN,No,38,2020-08-12
legate-smart-home,action.devices.types.AC_UNIT,No,38,2020-08-12
homeauto-3d9ed,action.devices.types.LIGHT,No,37,2020-08-12
curv-smart-dce6c,action.devices.types.CAMERA,No,37,2020-08-12
smart-home-8b731,action.devices.types.OUTLET,No,37,2020-08-12
iview-b5708,action.devices.types.VACUUM,No,37,2020-08-12
sunshine-erp,action.devices.types.AC_UNIT,No,37,2020-08-12
pyrogss-7374c,action.devices.types.AC_UNIT,No,37,2020-08-12
perfect-choice-f835c,action.devices.types.OUTLET,No,36,2020-08-12
wyplug-d24dc,action.devices.types.OUTLET,No,36,2020-08-12
koble-smart-home-c38d0,action.devices.types.OUTLET,No,36,2020-08-12
contros-for-usa,action.devices.types.CURTAIN,No,36,2020-08-12
blitzwolf-841de,action.devices.types.FAN,No,36,2020-08-12
brilliant-smart,action.devices.types.SECURITYSYSTEM,No,36,2020-08-12
smart-life-for-arugo,action.devices.types.CAMERA,No,36,2020-08-12
lsc-smart-connect-d69f9,action.devices.types.CAMERA,No,36,2020-08-12
javis-home-4e96a,action.devices.types.THERMOSTAT,No,36,2020-08-12
immax-neo-pro,action.devices.types.OUTLET,No,36,2020-08-12
vizo-smart,action.devices.types.SECURITYSYSTEM,No,35,2020-08-12
modan-smart-home,action.devices.types.BLINDS,No,35,2020-08-12
hi-smart-63c6a,action.devices.types.OUTLET,No,35,2020-08-12
zimi-smarthome-v2,action.devices.types.GARAGE,No,35,2020-08-12
life-konnect-66d1d,action.devices.types.SENSOR,No,35,2020-08-12
hej-home,action.devices.types.BLINDS,No,35,2020-08-12
kogansmarterhome,action.devices.types.SENSOR,No,35,2020-08-12
smart-life-for-arugo,action.devices.types.TV,No,35,2020-08-12
sure-assistant-prod,action.devices.types.LIGHT,No,35,2020-08-12
techzone-1839a,action.devices.types.THERMOSTAT,No,35,2020-08-12
sunshine-erp,action.devices.types.CURTAIN,No,35,2020-08-12
jeedom-smarthome-3f104,action.devices.types.AC_UNIT,No,35,2020-08-12
raplink,action.devices.types.TV,No,35,2020-08-12
chiarini-home,action.devices.types.OUTLET,No,35,2020-08-12
hi-by-geonav-f8766,action.devices.types.CAMERA,No,35,2020-08-12
koble-smart-home-c38d0,action.devices.types.AC_UNIT,No,35,2020-08-12
plusminus-d1248,action.devices.types.CAMERA,No,35,2020-08-12
elesion-action,action.devices.types.DOOR,No,35,2020-08-12
kappelt-gbridge,action.devices.types.FAN,No,35,2020-08-12
kogansmarterhome,action.devices.types.DEHUMIDIFIER,No,35,2020-08-12
betterlife-connect-fc57b,action.devices.types.HEATER,No,34,2020-08-12
switchbot-actions,action.devices.types.AC_UNIT,No,34,2020-08-12
sddsmarthomeata,action.devices.types.GATE,No,34,2020-08-12
momax-smart-dbb01,action.devices.types.FAN,No,34,2020-08-12
io-e-50439,action.devices.types.CAMERA,No,34,2020-08-12
oneplus-smart,action.devices.types.BLINDS,No,34,2020-08-12
go-smart-acadd,action.devices.types.AC_UNIT,No,34,2020-08-12
arnoo-smart-home,action.devices.types.LIGHT,No,33,2020-08-12
qct-smart-a5458,action.devices.types.THERMOSTAT,No,33,2020-08-12
izy-smart-64362,action.devices.types.OUTLET,No,33,2020-08-12
si-smart-a79ae,action.devices.types.OUTLET,No,33,2020-08-12
busch-voicecontrol,action.devices.types.SENSOR,No,33,2020-08-12
warmme-7a550,action.devices.types.HEATER,No,33,2020-08-12
muvit-io-home-94c79,action.devices.types.SWITCH,No,33,2020-08-12
nedis-smartlife-2670f,action.devices.types.HEATER,No,33,2020-08-12
hombli,action.devices.types.FAN,No,33,2020-08-12
legate-smart-home,action.devices.types.AIRPURIFIER,No,33,2020-08-12
brilliant-smart,action.devices.types.AIRPURIFIER,No,33,2020-08-12
ozom-pro,action.devices.types.THERMOSTAT,No,33,2020-08-12
deft-94d3e,action.devices.types.CURTAIN,No,33,2020-08-12
blitzwolf-841de,action.devices.types.THERMOSTAT,No,32,2020-08-12
duux-8d07e,action.devices.types.AIRPURIFIER,No,32,2020-08-12
homeauto-3d9ed,action.devices.types.OUTLET,No,32,2020-08-12
garza-smart,action.devices.types.AC_UNIT,No,32,2020-08-12
danyaanjou,action.devices.types.LIGHT,No,32,2020-08-12
hiview-iot,action.devices.types.TV,No,32,2020-08-12
plusminus-d1248,action.devices.types.AC_UNIT,No,32,2020-08-12
jeedom-smarthome-3f104,action.devices.types.CURTAIN,No,32,2020-08-12
nero-by-environexus,action.devices.types.SWITCH,No,32,2020-08-12
fhem-ga-connector,action.devices.types.VACUUM,No,32,2020-08-12
iobrokerhome-f8e5d,action.devices.types.AC_UNIT,No,32,2020-08-12
smith-and-noble-41dfd,action.devices.types.REMOTECONTROL,No,32,2020-08-12
azura-aus,action.devices.types.BLINDS,No,32,2020-08-12
iobrokerhome-f8e5d,action.devices.types.FAN,No,32,2020-08-12
bestek-home-c9aab,action.devices.types.SWITCH,No,32,2020-08-12
fhem-ga-connector,action.devices.types.FAN,No,32,2020-08-12
scrypted-app,action.devices.types.CAMERA,No,32,2020-08-12
contros-for-usa,action.devices.types.OUTLET,No,32,2020-08-12
iview-b5708,action.devices.types.SWITCH,No,32,2020-08-12
sac-2-50d00,action.devices.types.AIRPURIFIER,No,31,2020-08-12
mirabella-genio,action.devices.types.VACUUM,No,31,2020-08-12
gosund-590c1,action.devices.types.VACUUM,No,31,2020-08-12
enbrighten-8be04,action.devices.types.OUTLET,No,31,2020-08-12
efamilycloud-7cff1,action.devices.types.THERMOSTAT,No,31,2020-08-12
grit-fbd39,action.devices.types.VACUUM,No,31,2020-08-12
prime-wire-ff33e,action.devices.types.CAMERA,No,31,2020-08-12
izy-smart-64362,action.devices.types.TV,No,31,2020-08-12
swift-smart-life,action.devices.types.SENSOR,No,31,2020-08-12
intelligent-home-ef538,action.devices.types.SWITCH,No,31,2020-08-12
ikuu-b427a,action.devices.types.SWITCH,No,31,2020-08-12
syska-smart-home,action.devices.types.SWITCH,No,31,2020-08-12
rialto-31bfa,action.devices.types.SWITCH,No,31,2020-08-12
pingbells-999d2,action.devices.types.FAN,No,30,2020-08-12
qct-smart-a5458,action.devices.types.SENSOR,No,30,2020-08-12
pingbells-999d2,action.devices.types.OUTLET,No,30,2020-08-12
smarthome-6a9c3,action.devices.types.FAN,No,30,2020-08-12
yoswit-smart-home,action.devices.types.LIGHT,No,30,2020-08-12
homeiwish-b4e76,action.devices.types.SWITCH,No,30,2020-08-12
kafoaction,action.devices.types.SWITCH,No,30,2020-08-12
bazz-smart-home-2b681,action.devices.types.TV,No,30,2020-08-12
b1home-48cbc,action.devices.types.WASHER,No,30,2020-08-12
nedis-smartlife-2670f,action.devices.types.CAMERA,No,30,2020-08-12
laview-smart,action.devices.types.SWITCH,No,30,2020-08-12
go-smart-acadd,action.devices.types.CAMERA,No,30,2020-08-12
iris-smartlf,action.devices.types.AC_UNIT,No,30,2020-08-12
entialiving,action.devices.types.OUTLET,No,29,2020-08-12
homeauto-3d9ed,action.devices.types.CAMERA,No,29,2020-08-12
tuya-direct-action-kdm,action.devices.types.KETTLE,No,29,2020-08-12
bazz-smart-home-2b681,action.devices.types.AC_UNIT,No,29,2020-08-12
jeedom-smarthome-3f104,action.devices.types.RADIATOR,No,29,2020-08-12
efamilycloud-7cff1,action.devices.types.CAMERA,No,29,2020-08-12
iris-smartlf,action.devices.types.TV,No,29,2020-08-12
homewizard-climate,action.devices.types.DEHUMIDIFIER,No,29,2020-08-12
azura-aus,action.devices.types.OUTLET,No,29,2020-08-12
bardi-smart-home,action.devices.types.SECURITYSYSTEM,No,29,2020-08-12
elesion-action,action.devices.types.HUMIDIFIER,No,29,2020-08-12
yoswit-smart-home,action.devices.types.AC_UNIT,No,29,2020-08-12
go-smart-acadd,action.devices.types.TV,No,28,2020-08-12
comfort-life-north-america,action.devices.types.LIGHT,No,28,2020-08-12
iris-smartlf,action.devices.types.THERMOSTAT,No,28,2020-08-12
syska-smart-home,action.devices.types.FAN,No,28,2020-08-12
efamilycloud-7cff1,action.devices.types.FAN,No,28,2020-08-12
globe-suite,action.devices.types.AC_UNIT,No,28,2020-08-12
somfy-tahoma-north-america,action.devices.types.LIGHT,No,28,2020-08-12
berker-coviva,action.devices.types.SWITCH,No,28,2020-08-12
ilinqhome,action.devices.types.GARAGE,No,28,2020-08-12
danyaanjou,action.devices.types.OUTLET,No,28,2020-08-12
koogeek-life-673a6,action.devices.types.CURTAIN,No,28,2020-08-12
node-red-d955e,action.devices.types.DOOR,No,27,2020-08-12
bardi-smart-home,action.devices.types.CAMERA,No,27,2020-08-12
smartgce,action.devices.types.SWITCH,No,27,2020-08-12
brilliant-smart,action.devices.types.HEATER,No,27,2020-08-12
kappelt-gbridge,action.devices.types.CAMERA,No,27,2020-08-12
lorex-cirrus-9b7e0,action.devices.types.SWITCH,No,27,2020-08-12
brilliant-smart,action.devices.types.DOOR,No,27,2020-08-12
one-home-26772,action.devices.types.SENSOR,No,27,2020-08-12
hej-home,action.devices.types.CURTAIN,No,27,2020-08-12
otiohomepr,action.devices.types.THERMOSTAT,No,27,2020-08-12
lorex-cirrus-9b7e0,action.devices.types.LIGHT,No,27,2020-08-12
imt-home-bd61a,action.devices.types.BLINDS,No,27,2020-08-12
berker-coviva,action.devices.types.OUTLET,No,27,2020-08-12
mcl-domo,action.devices.types.SWITCH,No,27,2020-08-12
aisee-237309,action.devices.types.SWITCH,No,26,2020-08-12
ce-smart-action,action.devices.types.SENSOR,No,26,2020-08-12
nedis-smartlife-2670f,action.devices.types.CURTAIN,No,26,2020-08-12
mi-hogar-bbff2,action.devices.types.OUTLET,No,26,2020-08-12
digma-smartlife,action.devices.types.AIRPURIFIER,No,26,2020-08-12
my-smarth,action.devices.types.CAMERA,No,26,2020-08-12
shsmati-8d010,action.devices.types.LIGHT,No,26,2020-08-12
elesion-action,action.devices.types.CURTAIN,No,26,2020-08-12
hometest-e5bd9,action.devices.types.VACUUM,No,26,2020-08-12
iris-smartlf,action.devices.types.BLINDS,No,26,2020-08-12
smart-life-for-arugo,action.devices.types.SENSOR,No,26,2020-08-12
oneplus-smart,action.devices.types.TV,No,26,2020-08-12
bg-smart-home-eu-3f1a7,action.devices.types.LIGHT,No,26,2020-08-12
digoolife-cd2be,action.devices.types.SECURITYSYSTEM,No,26,2020-08-12
myvita-smarthome,action.devices.types.LIGHT,No,26,2020-08-12
one-home-26772,action.devices.types.THERMOSTAT,No,26,2020-08-12
chiarini-home,action.devices.types.WINDOW,No,26,2020-08-12
hihome-45a48,action.devices.types.SENSOR,No,26,2020-08-12
goldmedal-iworld,action.devices.types.AC_UNIT,No,25,2020-08-12
go-smart-acadd,action.devices.types.SENSOR,No,25,2020-08-12
smart-life-for-arugo,action.devices.types.AC_UNIT,No,25,2020-08-12
elari-smarthome-aab1d,action.devices.types.AC_UNIT,No,25,2020-08-12
antar-smart-homes,action.devices.types.FAN,No,25,2020-08-12
sigmacasa-smarthome-skill-003,action.devices.types.THERMOSTAT,No,25,2020-08-12
agl-home-ebea2,action.devices.types.SENSOR,No,25,2020-08-12
calex-smart-80889,action.devices.types.SENSOR,No,25,2020-08-12
spc-iot,action.devices.types.TV,No,25,2020-08-12
gosund-590c1,action.devices.types.DOOR,No,25,2020-08-12
spc-iot,action.devices.types.CAMERA,No,25,2020-08-12
easy-homes-e7f44,action.devices.types.SWITCH,No,25,2020-08-12
cubical-smart-home-assistant,action.devices.types.THERMOSTAT,No,24,2020-08-12
aztech-kyla,action.devices.types.BLINDS,No,24,2020-08-12
hej-home,action.devices.types.SECURITYSYSTEM,No,24,2020-08-12
goman-b5f75,action.devices.types.SECURITYSYSTEM,No,24,2020-08-12
lexiot-home-bb098,action.devices.types.OUTLET,No,24,2020-08-12
elesion-action,action.devices.types.AIRPURIFIER,No,24,2020-08-12
homeauto-3d9ed,action.devices.types.TV,No,24,2020-08-12
tuya-direct-action-kdm,action.devices.types.LOCK,No,24,2020-08-12
hiview-iot,action.devices.types.AC_UNIT,No,24,2020-08-12
smart-home-c4af2,action.devices.types.BLINDS,No,24,2020-08-12
lombex-59b9c,action.devices.types.SWITCH,No,24,2020-08-12
open-steren-home,action.devices.types.SENSOR,No,24,2020-08-12
enerj-smart,action.devices.types.FAN,No,24,2020-08-12
phase-ii-powermate-app,action.devices.types.BLINDS,No,24,2020-08-12
kafoaction,action.devices.types.CAMERA,No,24,2020-08-12
home-a-genius,action.devices.types.BLINDS,No,24,2020-08-12
vtac-smart-light,action.devices.types.SENSOR,No,24,2020-08-12
lsc-smart-connect-d69f9,action.devices.types.CURTAIN,No,24,2020-08-12
scout-smarthome,action.devices.types.LOCK,No,23,2020-08-12
go-smart-acadd,action.devices.types.FAN,No,23,2020-08-12
dom-e-2807e,action.devices.types.CAMERA,No,23,2020-08-12
immax-neo-pro,action.devices.types.CAMERA,No,23,2020-08-12
eco-touch,action.devices.types.OUTLET,No,23,2020-08-12
kafoaction,action.devices.types.SENSOR,No,23,2020-08-12
gridhome-smartcontrol-action,action.devices.types.BLINDS,No,23,2020-08-12
legate-smart-home,action.devices.types.TV,No,23,2020-08-12
digma-smartlife,action.devices.types.DOOR,No,23,2020-08-12
honeywell-f52f1,action.devices.types.OUTLET,No,23,2020-08-12
my-smitch-9d6a6,action.devices.types.REMOTECONTROL,No,23,2020-08-12
atlanticcozytouch-ba0e8,action.devices.types.LIGHT,No,23,2020-08-12
furlife-iot,action.devices.types.TV,No,23,2020-08-12
smartpoint-home-9f74d,action.devices.types.FAN,No,23,2020-08-12
energeeks-smart-home,action.devices.types.CAMERA,No,23,2020-08-12
smartpoint-home-9f74d,action.devices.types.CAMERA,No,23,2020-08-12
idinio-3acc4,action.devices.types.SENSOR,No,23,2020-08-12
mirabella-genio,action.devices.types.HEATER,No,23,2020-08-12
