agent,device_type,count
plusminus-d1248,action.devices.types.FAN,2
plusminus-d1248,action.devices.types.BLINDS,1
plusminus-d1248,action.devices.types.HUMIDIFIER,1
plusminus-d1248,action.devices.types.THERMOSTAT,1
plusminus-d1248,action.devices.types.AIRPURIFIER,1
qnect-home-d398b,action.devices.types.CAMERA,94
qnect-home-d398b,action.devices.types.SENSOR,4
qnect-home-d398b,action.devices.types.TV,2
qnect-home-d398b,action.devices.types.VACUUM,2
qnect-home-d398b,action.devices.types.BLINDS,1
sanse-smart-ca240,action.devices.types.CAMERA,8
sanse-smart-ca240,action.devices.types.BLINDS,5
sanse-smart-ca240,action.devices.types.SECURITYSYSTEM,5
sanse-smart-ca240,action.devices.types.AC_UNIT,4
sanse-smart-ca240,action.devices.types.TV,1
sansui-c90db,action.devices.types.AC_UNIT,1
saunalogic-control,action.devices.types.THERMOSTAT,11
saunalogic-control,action.devices.types.LIGHT,8
saunalogic-control,action.devices.types.OUTLET,6
saunalogic-control,action.devices.types.SENSOR,2
smart-intec-832fe,action.devices.types.FAN,12
smart-intec-832fe,action.devices.types.SWITCH,1
smart-me-e4cb8,action.devices.types.OUTLET,80
smart-me-e4cb8,action.devices.types.SWITCH,5
smart-me-e4cb8,action.devices.types.SENSOR,3
smart-me-e4cb8,action.devices.types.CAMERA,2
smart-me-e4cb8,action.devices.types.SECURITYSYSTEM,2
smart-me-e4cb8,action.devices.types.FAN,1
smart-me-e4cb8,action.devices.types.BLINDS,1
smart-me-e4cb8,action.devices.types.AC_UNIT,1
smarteck-c2132,action.devices.types.LIGHT,1
smartklicaction,action.devices.types.TV,14
smartklicaction,action.devices.types.SWITCH,11
smartklicaction,action.devices.types.AC_UNIT,10
smartklicaction,action.devices.types.CAMERA,4
smartklicaction,action.devices.types.SENSOR,2
smartklicaction,action.devices.types.FAN,1
smartklicaction,action.devices.types.THERMOSTAT,1
smartknight-86943,action.devices.types.CAMERA,2
smartknight-86943,action.devices.types.SWITCH,1
smartknight-86943,action.devices.types.AC_UNIT,1
smartpoint-home-9f74d,action.devices.types.TV,450
smartpoint-home-9f74d,action.devices.types.SWITCH,140
smartpoint-home-9f74d,action.devices.types.AC_UNIT,69
smartpoint-home-9f74d,action.devices.types.FAN,23
smartpoint-home-9f74d,action.devices.types.CAMERA,23
smartpoint-home-9f74d,action.devices.types.SENSOR,1
smrtlite-20264,action.devices.types.SWITCH,220
smrtlite-20264,action.devices.types.TV,20
smrtlite-20264,action.devices.types.CAMERA,17
smrtlite-20264,action.devices.types.AC_UNIT,16
smrtlite-20264,action.devices.types.SENSOR,14
smrtlite-20264,action.devices.types.FAN,8
smrtlite-20264,action.devices.types.CURTAIN,6
smrtlite-20264,action.devices.types.THERMOSTAT,6
smrtlite-20264,action.devices.types.BLINDS,5
smrtlite-20264,action.devices.types.HEATER,2
smrtlite-20264,action.devices.types.VACUUM,1
smrtlite-20264,action.devices.types.DOOR,1
spc-iot,action.devices.types.TV,25
spc-iot,action.devices.types.CAMERA,25
spc-iot,action.devices.types.SENSOR,14
spc-iot,action.devices.types.HUMIDIFIER,10
spc-iot,action.devices.types.AC_UNIT,9
spc-iot,action.devices.types.SWITCH,7
spc-iot,action.devices.types.CURTAIN,6
spc-iot,action.devices.types.AIRPURIFIER,4
spc-iot,action.devices.types.THERMOSTAT,2
spc-iot,action.devices.types.BLINDS,1
spc-iot,action.devices.types.SECURITYSYSTEM,1
spectrum-smart-931a1,action.devices.types.THERMOSTAT,4
spectrum-smart-931a1,action.devices.types.FAN,2
spectrum-smart-931a1,action.devices.types.BLINDS,2
spectrum-smart-931a1,action.devices.types.AIRPURIFIER,2
supacell-smart-wifi-21cd2,action.devices.types.OUTLET,48
supacell-smart-wifi-21cd2,action.devices.types.CAMERA,1
supacell-smart-wifi-21cd2,action.devices.types.VACUUM,1
supacell-smart-wifi-21cd2,action.devices.types.THERMOSTAT,1
swisstone-sh-c5ab4,action.devices.types.SENSOR,2
sylvania-smart-home,action.devices.types.OUTLET,2
techzone-1839a,action.devices.types.OUTLET,2513
techzone-1839a,action.devices.types.LIGHT,1518
techzone-1839a,action.devices.types.CAMERA,84
techzone-1839a,action.devices.types.TV,79
techzone-1839a,action.devices.types.AC_UNIT,46
techzone-1839a,action.devices.types.BLINDS,46
techzone-1839a,action.devices.types.SENSOR,43
techzone-1839a,action.devices.types.THERMOSTAT,35
techzone-1839a,action.devices.types.FAN,18
techzone-1839a,action.devices.types.CURTAIN,13
techzone-1839a,action.devices.types.VACUUM,13
techzone-1839a,action.devices.types.AIRPURIFIER,10
techzone-1839a,action.devices.types.HEATER,7
techzone-1839a,action.devices.types.HUMIDIFIER,4
techzone-1839a,action.devices.types.DOOR,2
techzone-1839a,action.devices.types.SECURITYSYSTEM,2
techzone-1839a,action.devices.types.DEHUMIDIFIER,1
teckin-426ea,action.devices.types.SWITCH,121
tecnolite-connect-action,action.devices.types.SWITCH,5
tecnolite-connect-action,action.devices.types.CAMERA,3
tuya-direct-action-kdm,action.devices.types.TV,49800
tuya-direct-action-kdm,action.devices.types.SENSOR,35023
tuya-direct-action-kdm,action.devices.types.CURTAIN,28406
tuya-direct-action-kdm,action.devices.types.DOOR,6242
tuya-direct-action-kdm,action.devices.types.SECURITYSYSTEM,4421
tuya-direct-action-kdm,action.devices.types.HUMIDIFIER,2186
tuya-direct-action-kdm,action.devices.types.DEHUMIDIFIER,187
tuya-direct-action-kdm,action.devices.types.PETFEEDER,47
tuya-direct-action-kdm,action.devices.types.KETTLE,29
tuya-direct-action-kdm,action.devices.types.LOCK,24
tuya-direct-action-kdm,action.devices.types.COFFEE_MAKER,22
tuya-direct-action-kdm,action.devices.types.VALVE,12
tuya-direct-action-kdm,action.devices.types.OVEN,11
tuya-direct-action-kdm,action.devices.types.WATERHEATER,9
tuya-smart-cee31,action.devices.types.TV,17179
tuya-smart-cee31,action.devices.types.SENSOR,11990
tuya-smart-cee31,action.devices.types.AC_UNIT,11611
tuya-smart-cee31,action.devices.types.CAMERA,8449
tuya-smart-cee31,action.devices.types.CURTAIN,3118
tuya-smart-cee31,action.devices.types.SECURITYSYSTEM,2768
tuya-smart-cee31,action.devices.types.DOOR,1631
tuya-smart-cee31,action.devices.types.HUMIDIFIER,1206
tuya-smart-cee31,action.devices.types.DEHUMIDIFIER,259
tuya-smart-cee31,action.devices.types.LOCK,21
tuya-smart-cee31,action.devices.types.VALVE,11
tuya-smart-cee31,action.devices.types.KETTLE,9
tuya-smart-cee31,action.devices.types.PETFEEDER,2
tuya-smart-cee31,action.devices.types.WATERHEATER,2
tuya-smart-cee31,action.devices.types.OVEN,1
tuya-smart-cee31,action.devices.types.COFFEE_MAKER,1
tuya-smart-cee31,action.devices.types.SMOKE_DETECTOR,1
tzumi-smart-f6d1d,action.devices.types.LIGHT,4
u-smart-15541,action.devices.types.THERMOSTAT,4
u-smart-15541,action.devices.types.SENSOR,4
u-smart-15541,action.devices.types.CAMERA,3
u-smart-15541,action.devices.types.DOOR,1
u-smart-15541,action.devices.types.TV,1
ubiquilux-smart-switch,action.devices.types.OUTLET,12
ultrabrite-smart,action.devices.types.TV,1
ultrabrite-smart,action.devices.types.SWITCH,1
ultrabrite-smart,action.devices.types.AC_UNIT,1
vibe-lite-ec9a0,action.devices.types.SWITCH,6
vibe-lite-ec9a0,action.devices.types.FAN,1
walton-smart-appliances-676ec,action.devices.types.AC_UNIT,51
warmme-7a550,action.devices.types.HEATER,33
warmme-7a550,action.devices.types.LIGHT,6
warmme-7a550,action.devices.types.AC_UNIT,2
wbm-smart-6d354,action.devices.types.OUTLET,1
westek-42aeb,action.devices.types.OUTLET,16
wiser-by-se-c7c29,action.devices.types.CURTAIN,188
wiser-by-se-c7c29,action.devices.types.AC_UNIT,60
wiser-by-se-c7c29,action.devices.types.OUTLET,47
wiser-by-se-c7c29,action.devices.types.BLINDS,41
wiser-by-se-c7c29,action.devices.types.TV,22
wiser-by-se-c7c29,action.devices.types.SENSOR,9
wiser-by-se-c7c29,action.devices.types.FAN,8
wiser-by-se-c7c29,action.devices.types.CAMERA,1
wiser-by-se-c7c29,action.devices.types.AIRPURIFIER,1
woods-connect,action.devices.types.OUTLET,13
woods-connect,action.devices.types.LIGHT,7
woods-connect,action.devices.types.CAMERA,4
woods-connect,action.devices.types.SENSOR,1
woods-connect,action.devices.types.THERMOSTAT,1
woods-connect,action.devices.types.AIRPURIFIER,1
woods-connect,action.devices.types.FAN,1
woow-home,action.devices.types.SWITCH,13
woow-home,action.devices.types.SECURITYSYSTEM,5
woow-home,action.devices.types.TV,4
woow-home,action.devices.types.CAMERA,4
woow-home,action.devices.types.SENSOR,3
woow-home,action.devices.types.AC_UNIT,3
woow-home,action.devices.types.FAN,2
woow-home,action.devices.types.BLINDS,2
woow-home,action.devices.types.HUMIDIFIER,2
xaralyn-1b437,action.devices.types.HEATER,1
xmcosy-c1d81,action.devices.types.OUTLET,2
zeb-home-44faa,action.devices.types.LIGHT,1
zoook-smart,action.devices.types.TV,19
zoook-smart,action.devices.types.AC_UNIT,12
zoook-smart,action.devices.types.SWITCH,6
zoook-smart,action.devices.types.FAN,1
zsmart-86435,action.devices.types.SWITCH,8
zsmart-86435,action.devices.types.SECURITYSYSTEM,4
zsmart-86435,action.devices.types.CAMERA,3
zsmart-86435,action.devices.types.TV,2
zsmart-86435,action.devices.types.AC_UNIT,1
